id_venda,data_venda,filial,vendedor,produto,quantidade,valor_unitario,valor_total
318,2026-01-30,Porto Alegre - Zona Sul,João Silva,Cosmético C,7,89.9,629.3
319,2026-03-20,São Leopoldo,Camila Ferreira,Higiene D,4,15.3,61.2
320,2026-03-06,Porto Alegre - Centro,Bruno Carvalho,Suplemento E,3,120.0,360.0
321,2026-07-27,Porto Alegre - Zona Sul,Larissa Gomes,Medicamento B,10,45.5,455.0
322,2026-06-11,Eldorado do Sul,Pedro Santos,Higiene D,8,15.3,122.4
323,2026-04-13,São Leopoldo,Rafael Almeida,Medicamento F,9,32.7,294.3
324,2026-04-29,Gravataí,Camila Ferreira,Medicamento B,8,45.5,364.0
325,2026-02-24,Eldorado do Sul,Pedro Santos,Medicamento B,8,45.5,364.0
326,2026-07-03,Canoas,Carlos Souza,Higiene D,10,15.3,153.0
327,2026-05-11,Canoas,Larissa Gomes,Medicamento F,4,32.7,130.8
328,2026-04-09,Porto Alegre - Zona Sul,Camila Ferreira,Suplemento E,3,120.0,360.0
329,2026-03-04,Canoas,Camila Ferreira,Medicamento A,1,25.9,25.9
330,2026-01-11,Porto Alegre - Zona Sul,Fernanda Lima,Cosmético C,10,89.9,899.0
331,2026-02-25,Porto Alegre - Zona Sul,Juliana Costa,Medicamento B,10,45.5,455.0
332,2026-03-26,São Leopoldo,Rafael Almeida,Higiene D,2,15.3,30.6
333,2026-02-27,Porto Alegre - Centro,Juliana Costa,Medicamento F,8,32.7,261.6
334,2026-03-25,Porto Alegre - Centro,Pedro Santos,Medicamento A,1,25.9,25.9
335,2026-05-06,São Leopoldo,Fernanda Lima,Medicamento F,2,32.7,65.4
336,2026-05-24,Gravataí,Camila Ferreira,Medicamento B,7,45.5,318.5
337,2026-02-21,Porto Alegre - Zona Sul,Ana Pereira,Medicamento B,2,45.5,91.0
338,2026-01-16,Canoas,Pedro Santos,Suplemento E,6,120.0,720.0
339,2026-07-12,Porto Alegre - Centro,Lucas Rodrigues,Medicamento B,1,45.5,45.5
340,2026-07-16,Porto Alegre - Zona Sul,Lucas Rodrigues,Suplemento E,3,120.0,360.0
341,2026-05-18,Porto Alegre - Centro,Lucas Rodrigues,Medicamento A,8,25.9,207.2
342,2026-01-18,Porto Alegre - Centro,Maria Oliveira,Medicamento B,8,45.5,364.0
343,2026-06-22,São Leopoldo,Bruno Carvalho,Medicamento F,1,32.7,32.7
344,2026-06-07,Canoas,Pedro Santos,Medicamento F,6,,196.2
345,2026-06-15,Porto Alegre - Zona Sul,João Silva,Medicamento A,9,25.9,233.1
346,2026-07-12,Canoas,Lucas Rodrigues,Cosmético C,5,89.9,449.5
347,2026-04-13,Gravataí,João Silva,Suplemento E,9,120.0,1080.0
348,2026-04-30,Gravataí,Pedro Santos,Higiene D,10,15.3,153.0
349,2026-04-26,Eldorado do Sul,Ana Pereira,Medicamento B,8,45.5,364.0
350,2026-02-12,Canoas,Fernanda Lima,Medicamento A,4,25.9,103.6
351,2026-04-19,Porto Alegre - Centro,Rafael Almeida,Medicamento F,4,32.7,130.8
352,2026-04-08,Eldorado do Sul,Fernanda Lima,Medicamento B,2,45.5,91.0
353,2026-04-03,Porto Alegre - Centro,Juliana Costa,Higiene D,9,15.3,137.7
354,2026-05-22,Porto Alegre - Centro,Larissa Gomes,Higiene D,6,15.3,91.8
355,2026-04-15,Eldorado do Sul,João Silva,Higiene D,10,15.3,153.0
356,2026-03-21,São Leopoldo,Juliana Costa,Medicamento A,7,25.9,181.3
357,2026-06-22,Porto Alegre - Zona Sul,Fernanda Lima,Cosmético C,2,89.9,179.8
358,2026-07-05,Gravataí,Rafael Almeida,Higiene D,5,15.3,76.5
359,2026-03-16,São Leopoldo,Carlos Souza,Medicamento A,9,25.9,233.1
360,2026-04-03,Gravataí,Pedro Santos,Suplemento E,4,120.0,480.0
361,2026-05-06,Porto Alegre - Centro,Camila Ferreira,Medicamento A,7,25.9,181.3
362,2026-04-25,Gravataí,Fernanda Lima,Higiene D,3,15.3,45.9
363,2026-02-04,Canoas,Fernanda Lima,Medicamento B,9,45.5,409.5
364,2026-03-21,Porto Alegre - Centro,Camila Ferreira,Medicamento A,3,25.9,77.7
365,2026-03-02,Eldorado do Sul,Bruno Carvalho,Medicamento A,9,25.9,233.1
366,2026-02-26,Canoas,Camila Ferreira,Cosmético C,1,89.9,89.9
367,2026-03-09,São Leopoldo,Camila Ferreira,Medicamento F,4,32.7,130.8
368,2026-01-05,São Leopoldo,Rafael Almeida,Medicamento A,8,25.9,207.2
369,2026-01-01,Eldorado do Sul,Carlos Souza,Medicamento B,10,45.5,455.0
370,2026-06-18,Canoas,Pedro Santos,Cosmético C,1,89.9,89.9
371,2026-01-19,São Leopoldo,Bruno Carvalho,Medicamento B,1,45.5,45.5
372,2026-03-06,São Leopoldo,João Silva,Higiene D,6,15.3,91.8
373,2026-05-03,Canoas,Juliana Costa,Cosmético C,8,89.9,719.2
374,2026-07-26,Porto Alegre - Centro,Camila Ferreira,Medicamento F,10,32.7,327.0
375,2026-04-28,Eldorado do Sul,Maria Oliveira,Medicamento B,5,45.5,227.5
376,2026-04-30,Porto Alegre - Zona Sul,Camila Ferreira,Higiene D,3,15.3,45.9
377,2026-01-23,Eldorado do Sul,Fernanda Lima,Cosmético C,4,89.9,359.6
378,2026-06-18,Porto Alegre - Zona Sul,Lucas Rodrigues,Medicamento B,1,45.5,45.5
379,2026-03-05,Porto Alegre - Centro,João Silva,Medicamento F,5,32.7,163.5
380,2026-02-11,Eldorado do Sul,Juliana Costa,Medicamento F,6,32.7,196.2
381,2026-07-02,Eldorado do Sul,Lucas Rodrigues,Medicamento F,4,32.7,130.8
382,2026-02-03,Gravataí,Larissa Gomes,Medicamento F,7,32.7,228.9
383,2026-07-22,SÃO LEOPOLDO  ,Bruno Carvalho,Suplemento E,1,,120.0
384,2026-01-17,Eldorado do Sul,Lucas Rodrigues,Suplemento E,2,120.0,240.0
385,2026-06-16,Porto Alegre - Zona Sul,Juliana Costa,Higiene D,10,15.3,153.0
386,2026-06-24,Gravataí,Maria Oliveira,Cosmético C,10,89.9,899.0
387,2026-01-20,Canoas,Rafael Almeida,Higiene D,4,15.3,61.2
388,2026-05-08,Gravataí,Rafael Almeida,Medicamento A,2,25.9,51.8
389,2026-06-07,Gravataí,Fernanda Lima,Medicamento F,5,32.7,163.5
390,2026-03-22,Eldorado do Sul,Juliana Costa,Higiene D,2,15.3,30.6
391,2026-05-13,Porto Alegre - Zona Sul,Maria Oliveira,Suplemento E,1,120.0,120.0
392,2026-06-12,Porto Alegre - Zona Sul,Camila Ferreira,Cosmético C,4,89.9,359.6
393,2026-06-09,Gravataí,Maria Oliveira,Medicamento A,8,25.9,207.2
394,2026-02-16,Porto Alegre - Centro,Pedro Santos,Medicamento B,8,45.5,364.0
395,2026-07-19,Gravataí,Bruno Carvalho,Cosmético C,3,89.9,269.7
396,2026-02-26,GRAVATAÍ  ,João Silva,Higiene D,9,15.3,137.7
397,2026-01-21,Gravataí,Lucas Rodrigues,Medicamento B,3,45.5,136.5
398,2026-07-27,Porto Alegre - Centro,Carlos Souza,Suplemento E,5,120.0,600.0
399,2026-07-13,Porto Alegre - Centro,Ana Pereira,Medicamento F,1,32.7,32.7
400,2019-13-45,Gravataí,Ana Pereira,Medicamento A,1,25.9,25.9
401,2026-03-13,Porto Alegre - Zona Sul,Camila Ferreira,Suplemento E,8,120.0,960.0
402,2026-03-31,Eldorado do Sul,Ana Pereira,Medicamento B,8,45.5,364.0
403,2026-06-08,PORTO ALEGRE - CENTRO  ,Ana Pereira,Suplemento E,1,120.0,120.0
404,2026-07-25,Gravataí,Juliana Costa,Medicamento F,7,32.7,228.9
405,2026-01-30,Canoas,Camila Ferreira,Suplemento E,9,120.0,1080.0
406,2026-02-19,Porto Alegre - Zona Sul,Larissa Gomes,Suplemento E,3,120.0,360.0
407,2026-06-17,Porto Alegre - Zona Sul,Maria Oliveira,Medicamento B,7,45.5,318.5
408,2026-02-28,São Leopoldo,Maria Oliveira,Medicamento F,5,32.7,163.5
409,2026-03-14,Gravataí,Bruno Carvalho,Medicamento B,2,45.5,91.0
410,2026-03-10,Porto Alegre - Zona Sul,Maria Oliveira,Medicamento B,3,45.5,136.5
411,2026-02-19,Canoas,Bruno Carvalho,Suplemento E,3,120.0,360.0
412,2026-06-29,São Leopoldo,Bruno Carvalho,Medicamento B,5,45.5,227.5
413,2026-05-10,Gravataí,Rafael Almeida,Suplemento E,9,120.0,1080.0
414,2026-02-26,Gravataí,João Silva,Higiene D,9,15.3,137.7
415,2026-05-13,Eldorado do Sul,Maria Oliveira,Medicamento B,6,45.5,273.0
416,2026-02-26,São Leopoldo,Juliana Costa,Cosmético C,9,89.9,809.1
417,2026-05-11,São Leopoldo,Pedro Santos,Medicamento F,5,32.7,163.5
418,2026-06-07,Canoas,Ana Pereira,Cosmético C,7,89.9,629.3
419,2026-06-21,São Leopoldo,Larissa Gomes,Cosmético C,3,89.9,269700.0
420,2026-03-29,Eldorado do Sul,Carlos Souza,Medicamento F,7,32.7,228.9
421,2026-03-28,Eldorado do Sul,João Silva,Medicamento F,-5,32.7,163.5
422,2026-01-27,São Leopoldo,Pedro Santos,Medicamento F,4,32.7,130.8
423,2026-01-23,Canoas,Maria Oliveira,Medicamento F,6,32.7,196.2
424,2026-01-21,Porto Alegre - Zona Sul,Carlos Souza,Cosmético C,9,89.9,809.1
425,2026-02-01,Gravataí,Carlos Souza,Suplemento E,1,120.0,120.0
426,2026-05-22,Porto Alegre - Zona Sul,Camila Ferreira,Medicamento A,10,25.9,259.0
427,2026-04-17,São Leopoldo,Camila Ferreira,Medicamento A,8,25.9,207.2
428,2026-07-19,São Leopoldo,Fernanda Lima,Cosmético C,3,89.9,269.7
429,2026-07-02,Eldorado do Sul,Lucas Rodrigues,Suplemento E,9,120.0,1080.0
430,2026-03-03,Porto Alegre - Centro,Ana Pereira,Cosmético C,5,89.9,449.5
431,2026-04-03,Gravataí,Camila Ferreira,Higiene D,1,15.3,15.3
432,2026-06-14,São Leopoldo,Camila Ferreira,Medicamento F,4,32.7,130.8
433,2026-07-23,Porto Alegre - Centro,Juliana Costa,Cosmético C,6,89.9,539.4
434,2026-07-26,São Leopoldo,Lucas Rodrigues,Higiene D,4,15.3,61.2
435,2026-03-24,São Leopoldo,Maria Oliveira,Higiene D,6,15.3,91.8
436,2026-03-26,Porto Alegre - Centro,Rafael Almeida,Cosmético C,2,89.9,179.8
437,2026-05-07,Canoas,Ana Pereira,Medicamento B,7,45.5,318.5
438,2026-05-19,Gravataí,João Silva,Cosmético C,3,89.9,269.7
439,2026-03-09,São Leopoldo,Maria Oliveira,Medicamento F,4,32.7,130.8
440,2026-01-12,Eldorado do Sul,Rafael Almeida,Cosmético C,3,89.9,269.7
441,2026-01-23,Gravataí,Lucas Rodrigues,Medicamento F,9,32.7,294.3
442,2026-07-19,Porto Alegre - Centro,Bruno Carvalho,Cosmético C,6,89.9,539.4
443,2026-04-16,Eldorado do Sul,Bruno Carvalho,Higiene D,1,15.3,15.3
444,2026-03-26,São Leopoldo,Maria Oliveira,Suplemento E,9,120.0,1080.0
445,2026-02-19,Eldorado do Sul,Bruno Carvalho,Cosmético C,8,89.9,719.2
446,2026-01-19,São Leopoldo,Bruno Carvalho,Medicamento B,1,45.5,45.5
447,2026-06-09,CANOAS  ,Bruno Carvalho,Suplemento E,6,120.0,720.0
448,2026-06-02,Porto Alegre - Centro,Lucas Rodrigues,Medicamento F,7,32.7,228.9
449,2026-02-14,Gravataí,Maria Oliveira,Medicamento B,4,45.5,182.0
450,2026-01-17,Porto Alegre - Zona Sul,Camila Ferreira,Higiene D,5,15.3,76.5
451,2026-06-02,São Leopoldo,Pedro Santos,Cosmético C,5,,1449.49
452,2026-07-30,Porto Alegre - Centro,Juliana Costa,Medicamento A,4,25.9,103.6
453,2026-07-12,Eldorado do Sul,Bruno Carvalho,Medicamento F,9,32.7,294.3
454,2026-06-13,Eldorado do Sul,Carlos Souza,Cosmético C,3,89.9,269.7
455,2026-06-28,São Leopoldo,Rafael Almeida,Cosmético C,7,89.9,629.3
456,2026-04-22,PORTO ALEGRE - CENTRO  ,Fernanda Lima,Higiene D,1,15.3,15.3
457,2026-07-11,Canoas,Carlos Souza,Cosmético C,6,89.9,539.4
458,2026-04-01,Gravataí,Maria Oliveira,Suplemento E,1,120.0,120.0
459,2026-01-30,Porto Alegre - Centro,Larissa Gomes,Medicamento B,5,45.5,227.5
460,2026-05-24,Canoas,Bruno Carvalho,Medicamento A,5,25.9,129.5
461,2026-06-15,Porto Alegre - Zona Sul,Fernanda Lima,Higiene D,2,15.3,30.6
462,2026-03-30,Gravataí,Pedro Santos,Medicamento A,6,25.9,155.4
463,2026-02-09,São Leopoldo,Maria Oliveira,Medicamento B,10,45.5,455.0
464,2026-06-03,Eldorado do Sul,Juliana Costa,Medicamento A,5,25.9,129.5
465,2026-03-19,Porto Alegre - Centro,João Silva,Cosmético C,4,89.9,359.6
466,2026-05-05,Gravataí,Bruno Carvalho,Medicamento F,10,32.7,327.0
467,2026-05-26,Gravataí,Bruno Carvalho,Medicamento B,8,45.5,364.0
468,2026-06-05,Porto Alegre - Zona Sul,Juliana Costa,Medicamento B,6,45.5,1272.99
469,2026-01-07,Gravataí,Bruno Carvalho,Medicamento F,9,32.7,1294.29
470,2026-03-12,Gravataí,Bruno Carvalho,Medicamento A,3,25.9,77.7
471,2026-03-31,Canoas,João Silva,Medicamento F,8,32.7,261.6
472,2026-07-02,Canoas,Maria Oliveira,Higiene D,3,15.3,45.9
473,2026-05-02,Porto Alegre - Zona Sul,Fernanda Lima,Suplemento E,10,120.0,1200.0
474,2026-06-25,São Leopoldo,João Silva,Medicamento A,10,25.9,259.0
475,2026-05-12,São Leopoldo,Bruno Carvalho,Higiene D,6,15.3,91.8
476,2026-05-12,Gravataí,Maria Oliveira,Medicamento B,6,45.5,273.0
477,2026-01-30,Eldorado do Sul,Carlos Souza,Cosmético C,1,89.9,89.9
478,2026-07-07,Porto Alegre - Zona Sul,Maria Oliveira,Suplemento E,6,120.0,720.0
479,2026-02-11,Canoas,Lucas Rodrigues,Medicamento F,4,32.7,130.8
480,2026-07-06,Porto Alegre - Centro,Juliana Costa,Higiene D,7,15.3,107.1
481,2026-07-19,Porto Alegre - Zona Sul,Maria Oliveira,Medicamento B,6,45.5,273.0
482,2026-03-16,Porto Alegre - Centro,Lucas Rodrigues,Higiene D,7,15.3,107.1
483,2026-03-28,São Leopoldo,Bruno Carvalho,Medicamento A,7,25.9,181.3
484,2026-04-13,Porto Alegre - Centro,Carlos Souza,Higiene D,4,15.3,61.2
485,2026-03-01,Gravataí,Ana Pereira,Medicamento F,8,32.7,261.6
486,2026-03-21,Canoas,João Silva,Medicamento F,1,32.7,32.7
487,2026-04-04,Canoas,Maria Oliveira,Medicamento F,4,32.7,130.8
488,2026-06-29,Eldorado do Sul,,Medicamento B,8,45.5,364.0
489,2026-07-25,Gravataí,Carlos Souza,Cosmético C,8,89.9,719.2
490,2026-07-21,Gravataí,Camila Ferreira,Medicamento B,7,45.5,318.5
491,2026-01-21,Canoas,Camila Ferreira,Medicamento A,7,25.9,181.3
492,2026-06-20,Eldorado do Sul,Juliana Costa,Higiene D,6,15.3,91.8
493,2026-03-12,Porto Alegre - Centro,João Silva,Medicamento A,7,25.9,181.3
494,2026-01-20,São Leopoldo,Maria Oliveira,Cosmético C,5,,449.5
495,2026-01-18,Porto Alegre - Centro,Juliana Costa,Medicamento A,4,25.9,103.6
496,2026-03-06,Canoas,Maria Oliveira,Medicamento B,1,45.5,45.5
497,2026-06-14,São Leopoldo,Camila Ferreira,Higiene D,10,15.3,153.0
498,2026-01-29,Eldorado do Sul,Bruno Carvalho,Cosmético C,7,89.9,629.3
499,2026-04-17,Canoas,Juliana Costa,Medicamento B,2,45.5,91.0
500,2026-06-08,São Leopoldo,João Silva,Suplemento E,7,120.0,840.0
501,2026-03-02,Eldorado do Sul,Juliana Costa,Medicamento F,5,32.7,163.5
502,2026-02-08,Canoas,Maria Oliveira,Cosmético C,6,89.9,539.4
503,2026-04-11,Eldorado do Sul,Juliana Costa,Medicamento B,2,45.5,91.0
504,2026-05-05,Gravataí,Bruno Carvalho,Medicamento F,10,32.7,327.0
505,2026-02-01,Porto Alegre - Zona Sul,Maria Oliveira,Higiene D,4,15.3,61.2
